Kind,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage_by20,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20
RNN,0,38.2479,0.4781,0.296,0.8113,0.0,0.4262,0.4276,0.3893,0.4181,13,12,12,12,49,4,5,5,14,0.005375,0.0,0.75,1.0,0.75,0.0,1.0,1.0,1.0,0.75,0.0,0.0,0.75,0.5,0.5,0.75,0.5,0.0,0.5,0.0,1.0
RNN,1,39.078,0.4885,0.3061,0.8113,0.0,0.4252,0.401,0.3994,0.4068,13,14,12,12,51,8,7,3,18,0.006125,1.0,0.5,0.0,0.75,0.5,0.75,0.5,0.75,0.75,1.0,0.5,0.5,1.0,0.75,0.75,0.5,0.5,0.5,0.0,0.75
RNN,2,39.4933,0.4937,0.2961,0.8112,-0.0006,0.3931,0.4315,0.4274,0.4114,13,14,12,12,51,8,7,3,18,0.006125,0.5,0.5,0.5,0.75,0.75,1.0,0.5,0.0,0.75,0.75,1.0,0.5,0.75,0.5,0.5,0.75,0.75,0.0,0.5,1.0
RNN,3,38.0773,0.476,0.302,0.8112,0.0,0.4171,0.4138,0.3872,0.3986,13,13,12,12,50,6,5,5,16,0.005875,0.0,0.75,0.75,0.75,0.5,0.5,1.0,0.75,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.75,0.5
RNN,4,39.3687,0.4921,0.2991,0.8113,0.0,0.4152,0.4148,0.3851,0.4064,14,14,12,12,52,8,4,6,18,0.0065,0.75,0.75,1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.75,0.5,0.0,1.0,0.75,1.0,1.0,0.5,0.5,0.5
RNN,5,37.5202,0.4689,0.2857,0.8112,-0.0021,0.3902,0.3849,0.3898,0.4121,13,14,12,12,51,6,7,4,17,0.006125,0.0,0.5,0.75,1.0,1.0,0.5,0.75,0.75,0.5,0.75,0.0,0.0,0.75,1.0,1.0,0.5,0.5,0.75,0.5,0.75
RNN,6,38.3298,0.479,0.3012,0.8113,-0.0042,0.3747,0.444,0.4191,0.3914,13,13,11,13,50,2,10,3,15,0.00575,0.75,0.0,0.0,0.75,0.75,1.0,0.75,1.0,0.5,0.5,0.75,1.0,0.75,0.75,0.0,0.0,0.75,0.75,0.75,0.0
RNN,7,38.5165,0.4815,0.2962,0.8113,0.0,0.4223,0.3616,0.3831,0.3902,13,14,13,13,53,6,9,3,18,0.006375,0.5,0.5,0.5,0.75,0.75,0.75,0.5,1.0,0.5,1.0,0.75,0.5,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.0
RNN,8,38.6412,0.483,0.2956,0.8113,0.0,0.4074,0.4317,0.4018,0.4094,14,12,12,12,50,5,5,5,15,0.005625,0.5,0.0,0.5,0.75,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.0,0.5,0.5,0.75,0.75,0.75,0.5
RNN,9,38.9022,0.4863,0.3008,0.8113,0.0,0.4167,0.4335,0.3829,0.3955,13,13,12,13,51,7,8,3,18,0.00625,1.0,0.5,0.75,0.75,0.75,0.75,0.75,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.75,0.75,0.5,1.0,0.75,0.5
RNN,10,40.1754,0.5022,0.3063,0.8113,0.0,0.4212,0.441,0.4062,0.4168,14,13,12,12,51,7,5,5,17,0.006125,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.75,1.0,0.75,0.0,1.0,0.75,0.0,0.0
RNN,11,38.7869,0.4848,0.3006,0.8113,0.0,0.4259,0.4216,0.4097,0.3983,13,13,12,12,50,3,8,4,15,0.00575,0.75,0.75,0.75,0.5,1.0,1.0,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.0,0.0,1.0,0.0,0.5,0.0
RNN,12,35.3789,0.4422,0.2886,0.8113,0.0,0.4208,0.3747,0.4054,0.3843,12,13,11,11,47,5,7,3,15,0.005375,0.75,1.0,0.75,0.5,0.5,0.0,0.75,1.0,0.0,0.75,1.0,0.75,0.0,0.0,0.75,0.5,0.5,0.75,0.5,0.0
RNN,13,37.8718,0.4734,0.2963,0.8113,0.0,0.4388,0.4248,0.4169,0.4229,13,12,11,11,47,4,6,4,14,0.00525,0.0,0.5,0.5,0.75,0.5,1.0,0.0,1.0,0.0,1.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.75,1.0,0.5
RNN,14,36.5002,0.4563,0.2977,0.8113,0.0,0.4015,0.3911,0.3755,0.4048,13,13,12,11,49,7,5,4,16,0.005625,1.0,1.0,1.0,0.75,0.0,0.75,0.75,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.75,0.75,0.5
RNN,15,39.5223,0.494,0.3067,0.8113,0.0,0.3991,0.4307,0.3955,0.4249,14,13,12,12,51,6,8,3,17,0.006,0.5,0.75,0.5,0.0,1.0,0.5,0.0,0.75,0.75,0.75,0.5,0.75,1.0,0.75,0.0,0.75,1.0,0.75,0.5,0.5
RNN,16,37.3264,0.4666,0.3022,0.8113,0.0,0.3931,0.3924,0.4083,0.4174,13,13,11,12,49,6,6,4,16,0.00575,0.0,0.75,0.75,0.75,0.5,1.0,0.5,0.5,0.75,0.75,1.0,1.0,0.5,1.0,0.5,0.5,0.75,0.0,0.0,0.0
RNN,17,38.4528,0.4807,0.3022,0.8113,0.0,0.4253,0.4126,0.3874,0.4109,13,13,12,12,50,5,9,3,17,0.006125,0.75,0.75,1.0,0.5,0.0,0.75,0.5,0.5,0.0,0.75,1.0,1.0,0.75,0.0,0.5,0.75,0.75,0.75,0.75,0.5
RNN,18,38.1787,0.4772,0.3031,0.8113,0.0,0.4127,0.4235,0.4015,0.4105,13,13,11,12,49,7,5,4,16,0.005625,1.0,0.75,0.75,0.0,0.5,1.0,0.75,0.0,1.0,0.0,0.5,0.5,0.75,0.5,0.0,0.5,1.0,0.5,0.75,0.5
RNN,19,36.5899,0.457,0.3004,0.8112,-0.0104,0.4164,0.4136,0.3567,0.4193,12,13,12,11,48,5,9,2,16,0.005625,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.5,0.5,0.75,0.5,1.0,0.75,0.0,1.0,0.75,0.5,0.75
RNN,20,38.7529,0.4842,0.3035,0.8113,-0.0048,0.4425,0.4442,0.3845,0.3813,13,13,12,12,50,8,7,3,18,0.006125,0.5,1.0,0.75,1.0,1.0,0.75,0.75,0.5,0.5,0.0,0.5,0.5,0.75,0.0,0.5,0.75,0.5,0.5,0.75,0.75
RNN,21,40.1117,0.5014,0.3056,0.8112,0.0,0.432,0.4462,0.4151,0.4221,13,13,12,12,50,6,7,4,17,0.006125,0.0,0.75,1.0,0.75,0.75,0.0,1.0,0.75,0.75,0.75,1.0,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.5,1.0
RNN,22,40.7703,0.5096,0.3059,0.8113,0.0,0.4204,0.4165,0.422,0.3941,14,14,12,13,53,8,4,6,18,0.0065,0.75,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.75,0.0,1.0,0.75,1.0,0.5,0.5,0.75
RNN,23,38.5799,0.4822,0.3012,0.8113,-0.0034,0.387,0.4264,0.4059,0.393,13,13,12,13,51,7,9,2,18,0.006125,0.5,0.75,0.5,1.0,0.75,1.0,0.0,0.75,0.75,0.5,0.5,0.75,0.0,0.5,0.75,0.75,0.75,0.75,0.5,0.5
RNN,24,37.4007,0.4674,0.3,0.8113,-0.0058,0.3768,0.4229,0.4127,0.4029,13,13,11,12,49,4,7,4,15,0.005625,0.75,0.0,0.75,0.0,1.0,0.75,0.5,0.5,0.75,1.0,0.5,0.0,0.75,1.0,0.0,0.75,0.5,0.75,0.0,1.0
RNN,25,37.6039,0.47,0.2978,0.8112,0.0,0.4384,0.4367,0.3938,0.39,12,12,12,12,48,5,1,7,13,0.005125,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0
RNN,26,39.023,0.4878,0.299,0.8113,0.0,0.4086,0.4217,0.3991,0.4071,13,13,12,13,51,7,6,4,17,0.006,0.5,0.75,0.5,0.5,0.0,0.75,1.0,0.75,0.0,0.5,0.5,0.0,0.75,0.5,1.0,0.5,0.75,1.0,0.75,1.0
RNN,27,38.2033,0.4775,0.2919,0.8113,0.0,0.4332,0.405,0.3652,0.4056,13,13,13,12,51,4,8,4,16,0.006,0.5,0.75,0.0,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.0,1.0,0.75,0.0,1.0,1.0,0.5,0.75,1.0,0.0
RNN,28,38.9811,0.4873,0.2949,0.8113,0.0,0.4079,0.3957,0.3777,0.3984,13,14,13,13,53,6,9,3,18,0.006375,0.75,0.5,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.75,0.5,0.75,1.0,0.5,0.0,0.75,0.0,0.5,0.5,0.5
RNN,29,37.6925,0.471,0.299,0.8112,-0.0037,0.3795,0.4186,0.3758,0.3953,13,13,12,13,51,7,6,4,17,0.006,0.75,1.0,1.0,0.0,0.75,0.5,0.0,0.5,0.5,0.5,0.75,0.75,1.0,0.75,1.0,0.75,0.5,0.5,0.5,0.0
RNN,30,40.1632,0.502,0.3065,0.8113,0.0,0.425,0.4385,0.426,0.3966,13,13,12,13,51,9,5,4,18,0.006125,0.5,1.0,0.0,0.5,0.75,0.5,0.75,0.0,0.75,1.0,0.5,0.5,0.5,0.5,0.75,0.5,0.75,1.0,1.0,0.5
RNN,31,38.062,0.4758,0.2913,0.8113,0.0,0.4243,0.4113,0.3875,0.4071,13,13,12,12,50,5,7,4,16,0.005875,0.75,0.75,0.5,0.0,1.0,1.0,0.75,0.0,0.75,0.75,0.75,0.5,1.0,0.75,0.0,0.0,0.5,0.5,1.0,0.5
RNN,32,38.7294,0.4841,0.2954,0.8113,0.0,0.4412,0.4199,0.4005,0.397,13,13,12,12,50,5,5,5,15,0.005625,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.75,0.75,0.75,1.0,0.5,0.0,0.75,0.75,1.0,0.0,0.5,0.5,1.0
RNN,33,39.1725,0.4897,0.2964,0.8112,0.0,0.4386,0.4158,0.3862,0.4059,13,14,12,12,51,7,3,6,16,0.005875,0.5,0.75,1.0,0.75,0.5,1.0,1.0,0.0,0.75,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5
RNN,34,38.5672,0.4821,0.2999,0.8113,0.0,0.4264,0.4165,0.4108,0.3938,13,13,12,12,50,7,4,5,16,0.00575,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.75,0.75,0.0,0.75,1.0,1.0,0.75,0.5
RNN,35,38.5049,0.4813,0.3009,0.8113,0.0,0.4184,0.4059,0.4196,0.3955,13,14,11,12,50,6,7,4,17,0.006125,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.75,0.75,1.0,0.75,0.75,0.5,0.75,0.5,1.0,0.75,0.0,0.75
RNN,36,39.2992,0.4912,0.304,0.8113,0.0,0.4141,0.4175,0.3911,0.4232,13,14,12,12,51,6,7,4,17,0.006125,1.0,0.5,0.0,0.75,1.0,1.0,0.5,0.75,0.5,0.5,0.5,0.75,1.0,0.75,0.75,0.75,0.0,0.75,0.0,0.5
RNN,37,37.7714,0.4721,0.3013,0.8113,0.0,0.4308,0.4084,0.3964,0.4022,12,13,12,12,49,3,8,4,15,0.00575,0.75,0.0,0.5,0.5,0.0,0.75,0.0,0.75,0.0,0.75,1.0,0.75,0.75,1.0,0.75,1.0,0.75,0.0,1.0,0.5
RNN,38,36.6976,0.4587,0.2968,0.8113,0.0,0.3949,0.4205,0.4134,0.4147,13,12,11,11,47,9,3,4,16,0.005375,0.0,0.5,0.5,0.75,0.5,0.0,1.0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.75
RNN,39,36.3416,0.4543,0.2923,0.8111,0.0,0.4026,0.3729,0.3758,0.3896,13,14,11,12,50,5,8,3,16,0.00575,0.75,0.75,0.75,0.5,0.75,1.0,0.0,0.0,1.0,0.5,1.0,0.75,0.75,0.5,0.5,0.0,0.75,0.75,0.5,0.0
RNN,40,37.8428,0.473,0.2955,0.8113,0.0,0.4074,0.3972,0.4017,0.4073,13,14,11,12,50,11,5,3,19,0.006125,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.0,0.5,0.5,0.5
RNN,41,36.6306,0.4577,0.2951,0.8113,-0.0054,0.3833,0.4038,0.3958,0.4001,13,13,11,12,49,4,7,4,15,0.005625,0.75,0.0,0.0,0.0,1.0,0.5,0.75,1.0,0.5,0.75,0.5,1.0,1.0,0.0,0.75,0.0,0.75,0.75,0.75,0.5
RNN,42,38.3534,0.4794,0.2998,0.8113,0.0,0.4262,0.4044,0.4206,0.4141,13,13,11,12,49,4,13,0,17,0.005875,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.0,0.0,0.75,0.5,0.5,0.75,0.75,0.75
RNN,43,39.6452,0.4956,0.3055,0.8113,0.0,0.4209,0.4382,0.403,0.3999,13,13,12,13,51,4,5,6,15,0.005875,0.0,0.5,1.0,1.0,0.75,0.75,0.75,1.0,0.75,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.75
RNN,44,37.3191,0.4665,0.3044,0.8113,0.0,0.4158,0.4,0.3791,0.412,13,13,11,12,49,4,13,0,17,0.005875,0.75,0.75,0.0,0.0,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.75
RNN,45,39.6453,0.4956,0.2972,0.8113,0.0,0.4162,0.4599,0.4073,0.3876,13,13,12,13,51,4,9,3,16,0.005875,0.5,0.5,0.75,0.0,1.0,1.0,0.5,0.75,0.0,0.75,0.0,0.0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,1.0
RNN,46,40.9668,0.5121,0.3074,0.8113,0.0,0.4425,0.4447,0.3943,0.4084,13,13,13,13,52,6,10,2,18,0.00625,0.75,0.5,0.75,0.0,1.0,0.75,0.75,0.75,0.5,0.0,0.75,0.75,0.5,0.75,0.5,0.75,1.0,0.75,0.5,0.5
RNN,47,39.6432,0.4955,0.3078,0.8113,0.0,0.4128,0.4356,0.3957,0.4146,13,13,13,12,51,5,10,2,17,0.006,0.5,0.75,0.75,0.0,1.0,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.0,0.5,0.75,1.0,0.5,0.0,0.75
RNN,48,34.3948,0.4299,0.2856,0.8113,0.0,0.4357,0.3833,0.3853,0.3857,12,12,10,11,45,6,6,3,15,0.00525,0.5,0.0,1.0,0.75,1.0,0.5,0.5,0.0,0.75,0.75,0.0,0.0,0.0,1.0,0.5,0.75,0.5,0.75,0.5,0.75
RNN,49,38.6348,0.4829,0.303,0.8113,0.0,0.4307,0.3918,0.3984,0.3981,13,14,12,12,51,6,8,3,17,0.006,1.0,0.5,0.75,0.0,0.75,0.75,0.5,0.75,1.0,0.5,0.75,0.75,0.5,1.0,0.0,0.0,0.75,0.5,0.5,0.75
RNNA,0,26.4653,0.3308,0.2572,0.7993,0.0,0.3466,0.3693,0.3108,0.3869,13,9,7,7,36,3,4,2,9,0.00325,0.0,0.75,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.5,0.75,0.0,0.0,1.0,0.0,0.0
RNNA,1,34.0052,0.4251,0.2809,0.8113,0.0,0.3903,0.4336,0.3819,0.3428,11,11,12,12,46,6,11,0,17,0.005625,0.0,0.5,0.5,0.75,0.75,0.0,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.75,0.75
RNNA,2,33.3349,0.4167,0.2796,0.8113,-0.0004,0.3691,0.3996,0.3925,0.3741,13,11,10,11,45,10,5,2,17,0.005375,0.5,0.5,0.75,0.0,0.0,0.5,0.5,1.0,0.5,0.75,0.75,0.5,0.75,0.5,0.0,0.5,0.75,0.5,1.0,0.5
RNNA,3,25.8643,0.3228,0.2624,0.7873,-0.011,0.3721,0.3779,0.3357,0.3383,11,8,7,8,34,8,0,3,11,0.0035,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0
RNNA,4,27.5011,0.3437,0.2628,0.7649,-0.0013,0.3886,0.3985,0.3571,0.3217,13,8,7,7,35,3,4,2,9,0.00325,0.0,0.0,0.75,0.75,0.5,0.5,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75
RNNA,5,28.2557,0.3524,0.2787,0.8112,-0.0181,0.4256,0.3832,0.3471,0.3133,12,8,9,8,37,3,8,0,11,0.00375,0.0,0.75,0.5,0.5,0.0,0.75,0.75,0.0,0.75,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.5,0.0,0.0,0.75
RNNA,6,28.2058,0.3526,0.2773,0.8112,0.0,0.362,0.3583,0.3822,0.3867,12,9,8,8,37,5,4,2,11,0.00375,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.75,1.0,0.0,0.75,0.5,0.75,0.5
RNNA,7,23.9706,0.2996,0.2616,0.8109,-0.0017,0.4351,0.299,0.1955,0.2224,15,9,8,6,38,3,6,2,11,0.004,0.0,0.0,0.0,0.75,0.0,0.5,0.75,0.75,0.0,0.5,0.75,0.75,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.75
RNNA,8,29.7861,0.3721,0.2662,0.785,-0.0068,0.4145,0.3543,0.3717,0.3185,13,10,9,9,41,5,6,2,13,0.0045,0.75,0.0,0.75,0.75,0.75,0.5,0.75,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.75,1.0,0.0,0.0
RNNA,9,29.0912,0.3636,0.2681,0.7852,0.0,0.404,0.3468,0.3409,0.3455,13,9,8,10,40,3,5,3,11,0.004125,1.0,0.0,0.0,0.0,0.75,0.75,0.0,0.5,0.75,0.5,0.0,0.0,1.0,0.0,0.0,0.75,0.5,0.75,0.0,1.0
RNNA,10,29.5083,0.3688,0.2941,0.8113,-0.0022,0.408,0.3836,0.3571,0.3612,13,10,8,7,38,5,4,2,11,0.00375,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.75,0.75,0.75,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.5
RNNA,11,35.7449,0.4468,0.295,0.8113,0.0,0.3948,0.3934,0.391,0.4147,13,12,11,11,47,7,6,3,16,0.0055,0.5,0.5,0.5,1.0,0.75,0.0,0.75,0.75,0.5,0.0,0.5,1.0,0.75,1.0,0.75,0.5,0.0,0.0,0.75,0.5
RNNA,12,24.1895,0.3024,0.2524,0.7854,0.0,0.3788,0.353,0.3076,0.3339,12,8,5,7,32,5,3,1,9,0.002875,0.75,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
RNNA,13,28.4662,0.3557,0.2722,0.7854,-0.0048,0.3851,0.3511,0.3619,0.3659,14,9,8,7,38,6,5,1,12,0.003875,0.0,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.5,0.75,0.0,0.0,0.5,0.0,0.75,0.5,0.75,0.5,0.75
RNNA,14,31.2084,0.3899,0.2807,0.7703,-0.0045,0.4049,0.3833,0.346,0.3732,13,10,10,9,42,6,4,3,13,0.0045,0.75,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.75,0.0,0.75,0.5,0.0,1.0,1.0,1.0,0.75
RNNA,15,35.3401,0.4418,0.2895,0.8112,0.0,0.4021,0.3858,0.3907,0.4148,14,12,10,10,46,3,5,5,13,0.005125,0.0,0.5,0.75,0.75,1.0,1.0,0.75,0.0,0.0,0.5,0.75,0.0,1.0,1.0,1.0,0.75,0.0,0.0,0.5,0.0
